Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),ATVs not issued ,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Portugal,CANADA,MONTREAL,0.0,0.0,0.0,164.0,160.0,9.0,5.6,2.0,2.0,1.2195121951219512,164.0,162.0,2.0,1.2195121951219512
Portugal,CANADA,OTTAWA,0.0,0.0,0.0,82.0,77.0,53.0,68.8,0.0,5.0,6.097560975609756,82.0,77.0,5.0,6.097560975609756
Portugal,CANADA,TORONTO,0.0,0.0,0.0,803.0,756.0,371.0,49.1,0.0,47.0,5.85305105853051,803.0,756.0,47.0,5.85305105853051
Portugal,CANADA,VANCOUVER,1.0,1.0,0.0,291.0,280.0,247.0,88.2,0.0,11.0,3.7800687285223367,292.0,281.0,11.0,3.767123287671233
Portugal,CAPE VERDE,CIDADE DA PRAIA,0.0,0.0,0.0,19061.0,12664.0,4764.0,37.6,3.0,6394.0,33.544934683384916,19061.0,12667.0,6394.0,33.544934683384916
Portugal,CHINA,BEIJING,1.0,1.0,0.0,12693.0,12020.0,4176.0,34.7,5.0,668.0,5.262743244307886,12694.0,12026.0,668.0,5.262328659209075
Portugal,CHINA,GUANGZHOU (CANTON),0.0,0.0,0.0,167.0,160.0,29.0,18.1,0.0,7.0,4.191616766467066,167.0,160.0,7.0,4.191616766467066
Portugal,CHINA,SHANGHAI,0.0,0.0,0.0,14871.0,14208.0,3003.0,21.1,17.0,646.0,4.344025284110012,14871.0,14225.0,646.0,4.344025284110012
Portugal,COLOMBIA,BOGOTA,1.0,1.0,0.0,29.0,21.0,13.0,61.9,0.0,8.0,27.586206896551722,30.0,22.0,8.0,26.666666666666668
Portugal,CROATIA,ZAGREB,0.0,0.0,0.0,4.0,4.0,2.0,50.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Portugal,CUBA,HAVANA,0.0,0.0,0.0,631.0,566.0,75.0,13.3,0.0,65.0,10.301109350237718,631.0,566.0,65.0,10.301109350237718
Portugal,CYPRUS,NICOSIA,0.0,0.0,0.0,125.0,81.0,46.0,56.8,1.0,43.0,34.4,125.0,82.0,43.0,34.4
Portugal,EGYPT,CAIRO,0.0,0.0,0.0,2500.0,2160.0,543.0,25.1,14.0,326.0,13.04,2500.0,2174.0,326.0,13.04
Portugal,FRANCE,MARSEILLE,0.0,0.0,0.0,2.0,1.0,1.0,100.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
Portugal,FRANCE,PARIS,0.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Portugal,GERMANY,BERLIN,0.0,0.0,0.0,6.0,4.0,1.0,25.0,0.0,2.0,33.33333333333333,6.0,4.0,2.0,33.33333333333333
Portugal,GERMANY,STUTTGART,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,50.0,2.0,1.0,1.0,50.0
Portugal,GREECE,ATHENS,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Portugal,GUINEA-BISSAU,BISSAU,0.0,0.0,0.0,6877.0,5535.0,2522.0,45.6,5.0,1337.0,19.441616984150066,6877.0,5540.0,1337.0,19.441616984150066
Portugal,HUNGARY,BUDAPEST,0.0,0.0,0.0,7.0,6.0,1.0,16.7,0.0,1.0,14.285714285714285,7.0,6.0,1.0,14.285714285714285
Portugal,INDIA,GOA,0.0,0.0,0.0,3193.0,2842.0,71.0,2.5,18.0,333.0,10.429063576573755,3193.0,2860.0,333.0,10.429063576573755
Portugal,INDIA,NEW DELHI,0.0,0.0,0.0,7940.0,6470.0,2231.0,34.5,4.0,1466.0,18.463476070528966,7940.0,6474.0,1466.0,18.463476070528966
Portugal,INDONESIA,JAKARTA,0.0,0.0,0.0,2917.0,2661.0,1959.0,73.6,2.0,254.0,8.707576276996914,2917.0,2663.0,254.0,8.707576276996914
Portugal,IRAN,TEHERAN,0.0,0.0,0.0,2178.0,1519.0,397.0,26.1,42.0,617.0,28.328741965105603,2178.0,1561.0,617.0,28.328741965105603
Portugal,IRELAND,DUBLIN,0.0,0.0,0.0,656.0,641.0,422.0,65.8,1.0,14.0,2.1341463414634148,656.0,642.0,14.0,2.1341463414634148
Portugal,ISRAEL,TEL AVIV,0.0,0.0,0.0,342.0,324.0,90.0,27.8,3.0,15.0,4.385964912280701,342.0,327.0,15.0,4.385964912280701
Portugal,ITALY,ROME,0.0,0.0,0.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Portugal,JAPAN,TOKYO,0.0,0.0,0.0,115.0,113.0,0.0,0.0,1.0,1.0,0.8695652173913043,115.0,114.0,1.0,0.8695652173913043
Portugal,MACAO S.A.R.,MACAO,0.0,0.0,0.0,557.0,541.0,61.0,11.3,0.0,16.0,2.872531418312388,557.0,541.0,16.0,2.872531418312388
Portugal,MEXICO,MEXICO CITY,0.0,0.0,0.0,48.0,45.0,45.0,100.0,0.0,3.0,6.25,48.0,45.0,3.0,6.25
Portugal,MOROCCO,RABAT,0.0,0.0,0.0,3251.0,2024.0,766.0,37.8,465.0,762.0,23.438941864041833,3251.0,2489.0,762.0,23.438941864041833
Portugal,MOZAMBIQUE,BEIRA,0.0,0.0,0.0,1861.0,1758.0,204.0,11.6,37.0,66.0,3.5464803868887693,1861.0,1795.0,66.0,3.5464803868887693
Portugal,MOZAMBIQUE,MAPUTO,0.0,0.0,0.0,8922.0,8339.0,3406.0,40.8,21.0,562.0,6.299036090562654,8922.0,8360.0,562.0,6.299036090562654
Portugal,NETHERLANDS,THE HAGUE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Portugal,NIGERIA,ABUJA,0.0,0.0,0.0,5939.0,1323.0,61.0,4.6,124.0,4492.0,75.63562889375316,5939.0,1447.0,4492.0,75.63562889375316
Portugal,PAKISTAN,ISLAMABAD,0.0,0.0,0.0,1898.0,1307.0,78.0,6.0,162.0,429.0,22.602739726027394,1898.0,1469.0,429.0,22.602739726027394
Portugal,PANAMA,PANAMA CITY,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,12.5,8.0,7.0,1.0,12.5
Portugal,PERU,LIMA,0.0,0.0,0.0,29.0,29.0,11.0,37.9,0.0,0.0,0.0,29.0,29.0,0.0,0.0
Portugal,POLAND,WARSAW,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
Portugal,QATAR,DOHA,0.0,0.0,0.0,719.0,618.0,441.0,71.4,7.0,94.0,13.073713490959666,719.0,625.0,94.0,13.073713490959666
Portugal,ROMANIA,BUCHAREST,0.0,0.0,0.0,37.0,32.0,4.0,12.5,0.0,5.0,13.513513513513514,37.0,32.0,5.0,13.513513513513514
Portugal,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,26003.0,25357.0,17718.0,69.9,2.0,644.0,2.476637311079491,26003.0,25359.0,644.0,2.476637311079491
Portugal,SAO TOME AND PRINCIPE,SAO TOME ,0.0,0.0,0.0,3504.0,2940.0,264.0,9.0,10.0,554.0,15.810502283105023,3504.0,2950.0,554.0,15.810502283105023
Portugal,SAUDI ARABIA,RIYADH,0.0,0.0,0.0,6509.0,5870.0,4951.0,84.3,0.0,639.0,9.817176217544937,6509.0,5870.0,639.0,9.817176217544937
Portugal,SENEGAL,DAKAR,49.0,34.0,15.0,4130.0,1479.0,502.0,33.9,0.0,2651.0,64.18886198547216,4179.0,1513.0,2666.0,63.795166307729126
Portugal,SERBIA,BELGRADE,0.0,0.0,0.0,10.0,9.0,4.0,44.4,0.0,1.0,10.0,10.0,9.0,1.0,10.0
Portugal,SOUTH AFRICA,CAPE TOWN,0.0,0.0,0.0,3645.0,3582.0,1696.0,47.3,7.0,56.0,1.5363511659807956,3645.0,3589.0,56.0,1.5363511659807956
Portugal,SOUTH AFRICA,JOHANNESBURG,0.0,0.0,0.0,6676.0,6421.0,6336.0,98.7,2.0,253.0,3.7896944278010785,6676.0,6423.0,253.0,3.7896944278010785
Portugal,SOUTH AFRICA,PRETORIA,0.0,0.0,0.0,11.0,10.0,2.0,20.0,0.0,1.0,9.090909090909092,11.0,10.0,1.0,9.090909090909092
Portugal,SOUTH KOREA,SEOUL,0.0,0.0,0.0,130.0,127.0,42.0,33.1,0.0,3.0,2.307692307692308,130.0,127.0,3.0,2.307692307692308
Portugal,SPAIN,BARCELONA,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Portugal,SPAIN,SEVILLA,0.0,0.0,0.0,3.0,2.0,1.0,50.0,0.0,1.0,33.33333333333333,3.0,2.0,1.0,33.33333333333333
Portugal,SWITZERLAND,BERN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Portugal,THAILAND,BANGKOK,0.0,0.0,0.0,1709.0,1581.0,905.0,57.2,77.0,51.0,2.984201287302516,1709.0,1658.0,51.0,2.984201287302516
Portugal,TIMOR-LESTE,DILI,3.0,3.0,0.0,51.0,48.0,10.0,20.8,0.0,3.0,5.88235294117647,54.0,51.0,3.0,5.555555555555555
Portugal,TUNISIA,TUNIS,0.0,0.0,0.0,1447.0,1276.0,333.0,26.1,4.0,167.0,11.541119557705597,1447.0,1280.0,167.0,11.541119557705597
Portugal,TURKEY,ANKARA,0.0,0.0,0.0,897.0,863.0,503.0,58.3,7.0,27.0,3.0100334448160537,897.0,870.0,27.0,3.0100334448160537
Portugal,UKRAINE,KYIV,0.0,0.0,0.0,621.0,483.0,267.0,55.3,0.0,138.0,22.22222222222222,621.0,483.0,138.0,22.22222222222222
Portugal,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,0.0,2708.0,1909.0,984.0,51.5,52.0,747.0,27.584933530280647,2708.0,1961.0,747.0,27.584933530280647
Portugal,UNITED KINGDOM,LONDON,0.0,0.0,0.0,4793.0,4754.0,3434.0,72.2,10.0,29.0,0.6050490298351763,4793.0,4764.0,29.0,0.6050490298351763
Portugal,UNITED KINGDOM,MANCHESTER,0.0,0.0,0.0,1855.0,1811.0,890.0,49.1,6.0,38.0,2.0485175202156336,1855.0,1817.0,38.0,2.0485175202156336
Portugal,USA,"BOSTON, MA",0.0,0.0,0.0,389.0,385.0,256.0,66.5,0.0,4.0,1.0282776349614395,389.0,385.0,4.0,1.0282776349614395
Portugal,USA,"NEW BEDFORD, MA",0.0,0.0,0.0,211.0,209.0,11.0,5.3,0.0,2.0,0.9478672985781991,211.0,209.0,2.0,0.9478672985781991
Portugal,USA,"NEW YORK, NY",0.0,0.0,0.0,574.0,562.0,192.0,34.2,1.0,11.0,1.9163763066202089,574.0,563.0,11.0,1.9163763066202089
Portugal,USA,"NEWARK, NJ",0.0,0.0,0.0,385.0,371.0,264.0,71.2,0.0,14.0,3.6363636363636362,385.0,371.0,14.0,3.6363636363636362
Portugal,USA,"SAN FRANCISCO, CA",0.0,0.0,0.0,991.0,969.0,641.0,66.2,1.0,21.0,2.119071644803229,991.0,970.0,21.0,2.119071644803229
Portugal,USA,"WASHINGTON, DC",0.0,0.0,0.0,988.0,969.0,336.0,34.7,2.0,17.0,1.7206477732793521,988.0,971.0,17.0,1.7206477732793521
Portugal,VENEZUELA,CARACAS,0.0,0.0,0.0,12.0,10.0,4.0,40.0,0.0,2.0,16.666666666666664,12.0,10.0,2.0,16.666666666666664
Portugal,VENEZUELA,VALENCIA,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,12.0,80.0,15.0,3.0,12.0,80.0
Portugal,ZIMBABWE,HARARE,0.0,0.0,0.0,372.0,357.0,122.0,34.2,0.0,15.0,4.032258064516129,372.0,357.0,15.0,4.032258064516129
Slovakia,ARGENTINA,BUENOS AIRES,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Slovakia,AUSTRALIA,CANBERRA,0.0,0.0,0.0,16.0,16.0,4.0,25.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
Slovakia,BELARUS,MINSK,0.0,0.0,0.0,3961.0,3956.0,1874.0,47.4,0.0,5.0,0.12623074981065388,3961.0,3956.0,5.0,0.12623074981065388
Slovakia,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,208.0,204.0,204.0,100.0,0.0,4.0,1.9230769230769231,208.0,204.0,4.0,1.9230769230769231
Slovakia,BULGARIA,SOFIA,0.0,0.0,0.0,36.0,37.0,25.0,67.6,-1.0,0.0,0.0,36.0,37.0,-1.0,-2.7777777777777777
Slovakia,CANADA,OTTAWA,0.0,0.0,0.0,23.0,21.0,15.0,71.4,0.0,2.0,8.695652173913043,23.0,21.0,2.0,8.695652173913043
Slovakia,CHINA,BEIJING,0.0,0.0,0.0,1598.0,1508.0,139.0,9.2,0.0,90.0,5.632040050062578,1598.0,1508.0,90.0,5.632040050062578
Slovakia,CHINA,SHANGHAI,0.0,0.0,0.0,382.0,367.0,34.0,9.3,0.0,15.0,3.926701570680628,382.0,367.0,15.0,3.926701570680628
Slovakia,CROATIA,ZAGREB,0.0,0.0,0.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Slovakia,CUBA,HAVANA,0.0,0.0,0.0,113.0,112.0,0.0,0.0,0.0,1.0,0.8849557522123894,113.0,112.0,1.0,0.8849557522123894
Slovakia,CYPRUS,NICOSIA,0.0,0.0,0.0,973.0,948.0,902.0,95.1,4.0,21.0,2.158273381294964,973.0,952.0,21.0,2.158273381294964
Slovakia,CZECH REPUBLIC,PRAGUE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Slovakia,EGYPT,CAIRO,0.0,0.0,0.0,399.0,370.0,175.0,47.3,0.0,29.0,7.268170426065162,399.0,370.0,29.0,7.268170426065162
Slovakia,FRANCE,PARIS,0.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Slovakia,INDIA,NEW DELHI,2.0,0.0,2.0,804.0,527.0,175.0,33.2,235.0,42.0,5.223880597014925,806.0,762.0,44.0,5.459057071960298
Slovakia,INDONESIA,JAKARTA,0.0,0.0,0.0,286.0,284.0,107.0,37.7,1.0,1.0,0.34965034965034963,286.0,285.0,1.0,0.34965034965034963
Slovakia,IRAN,TEHERAN,0.0,0.0,0.0,1386.0,800.0,57.0,7.1,6.0,580.0,41.84704184704185,1386.0,806.0,580.0,41.84704184704185
Slovakia,IRELAND,DUBLIN,0.0,0.0,0.0,40.0,39.0,8.0,20.5,1.0,0.0,0.0,40.0,40.0,0.0,0.0
Slovakia,ISRAEL,TEL AVIV,0.0,0.0,0.0,115.0,111.0,101.0,91.0,3.0,1.0,0.8695652173913043,115.0,114.0,1.0,0.8695652173913043
Slovakia,JAPAN,TOKYO,0.0,0.0,0.0,13.0,13.0,3.0,23.1,0.0,0.0,0.0,13.0,13.0,0.0,0.0
Slovakia,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,551.0,543.0,195.0,35.9,0.0,8.0,1.4519056261343013,551.0,543.0,8.0,1.4519056261343013
Slovakia,KENYA,NAIROBI,0.0,0.0,0.0,132.0,109.0,20.0,18.3,2.0,21.0,15.909090909090908,132.0,111.0,21.0,15.909090909090908
Slovakia,KOSOVO,PRISTINA,0.0,0.0,0.0,183.0,8.0,8.0,100.0,138.0,37.0,20.21857923497268,183.0,146.0,37.0,20.21857923497268
Slovakia,KUWAIT,KUWAIT,0.0,0.0,0.0,818.0,805.0,802.0,99.6,0.0,13.0,1.5892420537897312,818.0,805.0,13.0,1.5892420537897312
Slovakia,LEBANON,BEIRUT,0.0,0.0,0.0,300.0,274.0,227.0,82.8,24.0,2.0,0.6666666666666667,300.0,298.0,2.0,0.6666666666666667
Slovakia,MEXICO,MEXICO CITY,0.0,0.0,0.0,4.0,4.0,1.0,25.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Slovakia,NORTH MACEDONIA,SKOPJE,0.0,0.0,0.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Slovakia,POLAND,WARSAW,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Slovakia,ROMANIA,BUCHAREST,0.0,0.0,0.0,64.0,63.0,51.0,81.0,1.0,0.0,0.0,64.0,64.0,0.0,0.0
Slovakia,RUSSIAN FEDERATION,MOSCOW,8.0,0.0,8.0,7331.0,7296.0,6664.0,91.3,5.0,30.0,0.4092211158095758,7339.0,7301.0,38.0,0.5177817141299904
Slovakia,RUSSIAN FEDERATION,ST. PETERSBURG,0.0,0.0,0.0,2182.0,2154.0,2034.0,94.4,1.0,27.0,1.237396883593034,2182.0,2155.0,27.0,1.237396883593034
Slovakia,SERBIA,BELGRADE,0.0,0.0,0.0,59.0,46.0,35.0,76.1,0.0,13.0,22.033898305084744,59.0,46.0,13.0,22.033898305084744
Slovakia,SOUTH AFRICA,PRETORIA,0.0,0.0,0.0,327.0,323.0,68.0,21.1,0.0,4.0,1.2232415902140672,327.0,323.0,4.0,1.2232415902140672
Slovakia,SOUTH KOREA,SEOUL,0.0,0.0,0.0,21.0,20.0,4.0,20.0,0.0,1.0,4.761904761904762,21.0,20.0,1.0,4.761904761904762
Slovakia,TAIWAN,TAIPEI,0.0,0.0,0.0,5.0,5.0,2.0,40.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Slovakia,THAILAND,BANGKOK,0.0,0.0,0.0,240.0,239.0,40.0,16.7,1.0,0.0,0.0,240.0,240.0,0.0,0.0
Slovakia,TURKEY,ANKARA,0.0,0.0,0.0,334.0,303.0,195.0,64.4,0.0,31.0,9.281437125748502,334.0,303.0,31.0,9.281437125748502
Slovakia,TURKEY,ISTANBUL,0.0,0.0,0.0,1114.0,1060.0,633.0,59.7,0.0,54.0,4.847396768402154,1114.0,1060.0,54.0,4.847396768402154
Slovakia,UKRAINE,KYIV,0.0,0.0,0.0,573.0,569.0,382.0,67.1,0.0,4.0,0.6980802792321117,573.0,569.0,4.0,0.6980802792321117
Slovakia,UKRAINE,UZHHOROD,0.0,0.0,0.0,1145.0,1121.0,1040.0,92.8,0.0,24.0,2.096069868995633,1145.0,1121.0,24.0,2.096069868995633
Slovakia,UNITED KINGDOM,LONDON,0.0,0.0,0.0,382.0,362.0,246.0,68.0,5.0,15.0,3.926701570680628,382.0,367.0,15.0,3.926701570680628
Slovakia,USA,"NEW YORK, NY",0.0,0.0,0.0,42.0,42.0,27.0,64.3,0.0,0.0,0.0,42.0,42.0,0.0,0.0
Slovakia,USA,"WASHINGTON, DC",0.0,0.0,0.0,51.0,51.0,43.0,84.3,0.0,0.0,0.0,51.0,51.0,0.0,0.0
Slovakia,UZBEKISTAN,TASHKENT,0.0,0.0,0.0,309.0,264.0,35.0,13.3,20.0,25.0,8.090614886731391,309.0,284.0,25.0,8.090614886731391
Slovakia,VIETNAM,HANOI,0.0,0.0,0.0,263.0,242.0,22.0,9.1,3.0,18.0,6.844106463878327,263.0,245.0,18.0,6.844106463878327
Slovenia,ALBANIA,TIRANA,0.0,0.0,0.0,27.0,11.0,10.0,90.9,15.0,1.0,3.7037037037037033,27.0,26.0,1.0,3.7037037037037033
Slovenia,ARGENTINA,BUENOS AIRES,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,3.0,,3.0,100.0
Slovenia,AUSTRALIA,CANBERRA,0.0,0.0,0.0,34.0,34.0,30.0,88.2,0.0,0.0,0.0,34.0,34.0,0.0,0.0
Slovenia,BOSNIA AND HERZEGOVINA,BANJA LUKA,0.0,0.0,0.0,8.0,6.0,6.0,100.0,1.0,1.0,12.5,8.0,7.0,1.0,12.5
Slovenia,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,56.0,46.0,46.0,100.0,2.0,8.0,14.285714285714285,56.0,48.0,8.0,14.285714285714285
Slovenia,BULGARIA,SOFIA,0.0,0.0,0.0,6.0,6.0,6.0,100.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
Slovenia,CANADA,OTTAWA,0.0,0.0,0.0,20.0,13.0,13.0,100.0,5.0,2.0,10.0,20.0,18.0,2.0,10.0
Slovenia,CHINA,BEIJING,0.0,0.0,0.0,3879.0,3632.0,2536.0,69.8,3.0,244.0,6.2902810002577985,3879.0,3635.0,244.0,6.2902810002577985
Slovenia,CROATIA,ZAGREB,0.0,0.0,0.0,336.0,268.0,257.0,95.9,63.0,5.0,1.488095238095238,336.0,331.0,5.0,1.488095238095238
Slovenia,EGYPT,CAIRO,0.0,0.0,0.0,540.0,411.0,411.0,100.0,3.0,126.0,23.333333333333332,540.0,414.0,126.0,23.333333333333332
Slovenia,FRANCE,PARIS,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Slovenia,INDIA,NEW DELHI,0.0,0.0,0.0,2630.0,2117.0,2056.0,97.1,15.0,498.0,18.935361216730037,2630.0,2132.0,498.0,18.935361216730037
Slovenia,IRAN,TEHERAN,0.0,0.0,0.0,280.0,197.0,92.0,46.7,0.0,83.0,29.642857142857142,280.0,197.0,83.0,29.642857142857142
Slovenia,ISRAEL,TEL AVIV,0.0,0.0,0.0,108.0,74.0,73.0,98.6,32.0,2.0,1.8518518518518516,108.0,106.0,2.0,1.8518518518518516
Slovenia,JAPAN,TOKYO,0.0,0.0,0.0,43.0,41.0,23.0,56.1,0.0,2.0,4.651162790697675,43.0,41.0,2.0,4.651162790697675
Slovenia,KOSOVO,PRISTINA,0.0,0.0,0.0,4692.0,50.0,43.0,86.0,3371.0,1271.0,27.088661551577154,4692.0,3421.0,1271.0,27.088661551577154
Slovenia,MONTENEGRO,PODGORICA,0.0,0.0,0.0,604.0,564.0,557.0,98.8,30.0,10.0,1.6556291390728477,604.0,594.0,10.0,1.6556291390728477
Slovenia,NORTH MACEDONIA,SKOPJE,0.0,0.0,0.0,32.0,29.0,29.0,100.0,2.0,1.0,3.125,32.0,31.0,1.0,3.125
Slovenia,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,10696.0,10539.0,10187.0,96.7,5.0,152.0,1.4210919970082274,10696.0,10544.0,152.0,1.4210919970082274
Slovenia,SERBIA,BELGRADE,0.0,0.0,0.0,656.0,602.0,561.0,93.2,30.0,24.0,3.6585365853658534,656.0,632.0,24.0,3.6585365853658534
Slovenia,TURKEY,ANKARA,0.0,0.0,0.0,1095.0,906.0,846.0,93.4,0.0,189.0,17.26027397260274,1095.0,906.0,189.0,17.26027397260274
Slovenia,UKRAINE,KYIV,0.0,0.0,0.0,251.0,240.0,235.0,97.9,3.0,8.0,3.187250996015936,251.0,243.0,8.0,3.187250996015936
Slovenia,UNITED KINGDOM,LONDON,0.0,0.0,0.0,244.0,230.0,215.0,93.5,13.0,1.0,0.4098360655737705,244.0,243.0,1.0,0.4098360655737705
Slovenia,USA,"CLEVELAND, OH",0.0,0.0,0.0,55.0,55.0,53.0,96.4,0.0,0.0,0.0,55.0,55.0,0.0,0.0
Slovenia,USA,"WASHINGTON, DC",0.0,0.0,0.0,104.0,100.0,100.0,100.0,3.0,1.0,0.9615384615384616,104.0,103.0,1.0,0.9615384615384616
Spain,AFGHANISTAN,KABUL,1.0,1.0,0.0,60.0,4.0,3.0,75.0,50.0,4.0,6.666666666666667,61.0,55.0,4.0,6.557377049180328
Spain,ALBANIA,TIRANA,1.0,1.0,0.0,103.0,83.0,11.0,13.3,7.0,9.0,8.737864077669903,104.0,91.0,9.0,8.653846153846153
Spain,ALGERIA,ALGIERS,0.0,0.0,0.0,59479.0,40439.0,16809.0,41.6,244.0,16739.0,28.142705828948035,59479.0,40683.0,16739.0,28.142705828948035
Spain,ALGERIA,ORAN,0.0,0.0,0.0,44327.0,27630.0,13314.0,48.2,126.0,13831.0,31.20220181830487,44327.0,27756.0,13831.0,31.20220181830487
Spain,ANDORRA,ANDORRA LA VELLA,0.0,0.0,0.0,138.0,136.0,111.0,81.6,2.0,0.0,0.0,138.0,136.0,2.0,1.4492753623188406
Spain,ANGOLA,LUANDA,0.0,0.0,0.0,3720.0,2071.0,209.0,10.1,84.0,1565.0,42.06989247311828,3720.0,2071.0,1565.0,42.06989247311828
Spain,ARGENTINA,BAHIA BLANCA,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
Spain,ARGENTINA,BUENOS AIRES,1.0,1.0,0.0,540.0,465.0,19.0,4.1,29.0,46.0,8.518518518518519,541.0,466.0,46.0,8.502772643253234
Spain,ARGENTINA,CORDOBA,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0
Spain,ARGENTINA,MENDOZA,0.0,0.0,0.0,13.0,10.0,0.0,0.0,3.0,0.0,0.0,13.0,10.0,3.0,23.076923076923077
Spain,ARGENTINA,ROSARIO (Santa Fé),0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
Spain,AUSTRALIA,CANBERRA,0.0,0.0,0.0,56.0,60.0,1.0,1.7,-4.0,0.0,0.0,56.0,60.0,-4.0,-7.142857142857142
Spain,AUSTRALIA,MELBOURNE,0.0,0.0,0.0,837.0,899.0,3.0,0.3,1.0,9.0,1.0752688172043012,837.0,900.0,9.0,1.0752688172043012
Spain,AUSTRALIA,SYDNEY,0.0,0.0,0.0,493.0,491.0,0.0,0.0,2.0,0.0,0.0,493.0,491.0,2.0,0.4056795131845842
Spain,AUSTRIA,VIENNA,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,50.0
Spain,BANGLADESH,DHAKA,5.0,1.0,4.0,2217.0,1363.0,118.0,8.7,5.0,737.0,33.24312133513757,2222.0,1369.0,741.0,33.34833483348335
Spain,BELGIUM,BRUSSELS,0.0,0.0,0.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0
Spain,BOLIVIA,LA PAZ,0.0,0.0,0.0,11145.0,8384.0,626.0,7.5,366.0,2395.0,21.48945715567519,11145.0,8384.0,2395.0,21.48945715567519
Spain,BOLIVIA,SANTA CRUZ DE LA SIERRA,6.0,6.0,0.0,8033.0,5243.0,277.0,5.3,561.0,2229.0,27.748039337731857,8039.0,5249.0,2229.0,27.727329269809676
Spain,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,24.0,24.0,3.0,12.5,0.0,0.0,0.0,24.0,24.0,0.0,0.0
Spain,BRAZIL,BRASILIA,2.0,2.0,0.0,48.0,42.0,2.0,4.8,6.0,0.0,0.0,50.0,44.0,6.0,12.0
Spain,BRAZIL,PORTO ALEGRE,3.0,3.0,0.0,19.0,16.0,1.0,6.3,1.0,2.0,10.526315789473683,22.0,19.0,2.0,9.090909090909092
Spain,BRAZIL,RIO DE JANEIRO,0.0,0.0,0.0,89.0,78.0,23.0,29.5,7.0,4.0,4.49438202247191,89.0,78.0,4.0,4.49438202247191
Spain,BRAZIL,SALVADOR DE BAHIA,4.0,4.0,0.0,25.0,18.0,11.0,61.1,3.0,4.0,16.0,29.0,22.0,4.0,13.793103448275861
