sch_state,consulate_country,consulate_city,applications,uniform_visas_issued,mevs_issued,mevs_share,rejected,rejection_rate,decisions
Denmark,MALI,BAMAKO,482.0,300.0,91,30.30%,150.0,0.3333333333333333,450.0
Denmark,MEXICO,MEXICO CITY,46.0,45.0,30,66.70%,0.0,0.0,45.0
Denmark,MOROCCO,RABAT,1970.0,1621.0,684,42.20%,296.0,0.15440792905581638,1917.0
Denmark,NETHERLANDS,THE HAGUE,26.0,26.0,0,0,0.0,0.0,26.0
Denmark,NIGERIA,ABUJA,1548.0,663.0,213,32.10%,807.0,0.5489795918367347,1470.0
Denmark,NORWAY,OSLO,19.0,18.0,12,66.70%,0.0,0.0,18.0
Denmark,PAKISTAN,ISLAMABAD,2782.0,1311.0,650,49.60%,1349.0,0.5071428571428571,2660.0
Denmark,PHILIPPINES,MANILA,7075.0,6509.0,5219,80.20%,528.0,0.07503197385249397,7037.0
Denmark,POLAND,WARSAW,3.0,2.0,2,100.00%,1.0,0.3333333333333333,3.0
Denmark,PORTUGAL,LISBON,17.0,15.0,14,93.30%,0.0,0.0,15.0
Denmark,ROMANIA,BUCHAREST,30.0,25.0,7,28.00%,4.0,0.13793103448275862,29.0
Denmark,RUSSIAN FEDERATION,MOSCOW,9054.0,8898.0,4304,48.40%,106.0,0.011772545535317636,9004.0
Denmark,SAUDI ARABIA,RIYADH,1383.0,1157.0,687,59.40%,140.0,0.1079414032382421,1297.0
Denmark,SERBIA,BELGRADE,23.0,21.0,15,71.40%,3.0,0.125,24.0
Denmark,SINGAPORE,SINGAPORE,3472.0,3416.0,2849,83.40%,16.0,0.004662004662004662,3432.0
Denmark,SOUTH AFRICA,PRETORIA,3576.0,3528.0,2532,71.80%,33.0,0.009267059814658803,3561.0
Denmark,SPAIN,MADRID,13.0,6.0,1,16.70%,1.0,0.14285714285714285,7.0
Denmark,SWEDEN,STOCKHOLM,24.0,22.0,19,86.40%,3.0,0.12,25.0
Denmark,TAIWAN,TAIPEI,44.0,42.0,19,45.20%,0.0,0.0,42.0
Denmark,THAILAND,BANGKOK,12829.0,12011.0,4574,38.10%,886.0,0.06869814685585796,12897.0
Denmark,TURKEY,ANKARA,3813.0,3096.0,1887,60.90%,613.0,0.16527365866810462,3709.0
Denmark,TURKEY,ISTANBUL,4053.0,3879.0,3350,86.40%,183.0,0.045051698670605614,4062.0
Denmark,UKRAINE,KYIV,475.0,464.0,282,60.80%,14.0,0.029288702928870293,478.0
Denmark,UNITED ARAB EMIRATES,DUBAI,3221.0,2990.0,2314,77.40%,214.0,0.06679151061173533,3204.0
Denmark,UNITED KINGDOM,LONDON,6896.0,6794.0,5532,81.40%,25.0,0.0036662267194603314,6819.0
Denmark,USA,"NEW YORK, NY",5343.0,5023.0,1585,31.60%,17.0,0.003373015873015873,5040.0
Denmark,VIETNAM,HANOI,2492.0,2061.0,292,14.20%,420.0,0.16928657799274485,2481.0
Estonia,AUSTRALIA,CANBERRA,39.0,38.0,16,42.10%,1.0,0.02564102564102564,39.0
Estonia,BELARUS,MINSK,12466.0,12387.0,8513,68.70%,79.0,0.006337237285416333,12466.0
Estonia,CANADA,OTTAWA,56.0,56.0,32,57.10%,0.0,0.0,56.0
Estonia,CHINA,BEIJING,2369.0,2305.0,507,22.00%,64.0,0.027015618404390037,2369.0
Estonia,EGYPT,CAIRO,272.0,198.0,68,34.30%,74.0,0.27205882352941174,272.0
Estonia,FRANCE,PARIS,2.0,2.0,0,0,0.0,0.0,2.0
Estonia,GEORGIA,TBILISSI,88.0,35.0,23,65.70%,53.0,0.6022727272727273,88.0
Estonia,INDIA,NEW DELHI,2422.0,1524.0,984,64.60%,898.0,0.3707679603633361,2422.0
Estonia,IRELAND,DUBLIN,49.0,49.0,24,49.00%,0.0,0.0,49.0
Estonia,ISRAEL,TEL AVIV,12.0,12.0,6,50.00%,0.0,0.0,12.0
Estonia,JAPAN,TOKYO,46.0,45.0,16,35.60%,1.0,0.021739130434782608,46.0
Estonia,KAZAKHSTAN,ASTANA,1867.0,1788.0,1083,60.60%,79.0,0.04231387252276379,1867.0
Estonia,RUSSIAN FEDERATION,MOSCOW,40242.0,39926.0,36259,90.80%,316.0,0.007852492420853834,40242.0
Estonia,RUSSIAN FEDERATION,PSKOV,12619.0,12554.0,12491,99.50%,65.0,0.005150962833822014,12619.0
Estonia,RUSSIAN FEDERATION,ST. PETERSBURG,52799.0,52572.0,51403,97.80%,227.0,0.004299323850830508,52799.0
Estonia,TURKEY,ANKARA,1106.0,994.0,637,64.10%,112.0,0.10126582278481013,1106.0
Estonia,UKRAINE,KYIV,626.0,561.0,448,79.90%,65.0,0.10383386581469649,626.0
Estonia,UNITED KINGDOM,LONDON,238.0,232.0,192,82.80%,6.0,0.025210084033613446,238.0
Estonia,USA,"NEW YORK, NY",195.0,187.0,66,35.30%,8.0,0.041025641025641026,195.0
Finland,ALGERIA,ALGIERS,1307.0,456.0,171,37.50%,848.0,0.6503067484662577,1304.0
Finland,ARGENTINA,BUENOS AIRES,16.0,16.0,5,31.30%,0.0,0.0,16.0
Finland,AUSTRALIA,CANBERRA,192.0,190.0,61,32.10%,2.0,0.010416666666666666,192.0
Finland,BELGIUM,BRUSSELS,0.0,0.0,0,0,0.0,,0.0
Finland,BULGARIA,SOFIA,104.0,96.0,62,64.60%,6.0,0.058823529411764705,102.0
Finland,CANADA,OTTAWA,1.0,0.0,0,0,0.0,,0.0
Finland,CHILE,SANTIAGO DE CHILE,9.0,6.0,4,66.70%,3.0,0.3333333333333333,9.0
Finland,CHINA,BEIJING,24622.0,23207.0,1037,4.50%,1293.0,0.05277551020408163,24500.0
Finland,CHINA,SHANGHAI,14192.0,13749.0,1052,7.70%,406.0,0.02868244436594843,14155.0
Finland,CROATIA,ZAGREB,5.0,5.0,5,100.00%,0.0,0.0,5.0
Finland,CYPRUS,NICOSIA,171.0,81.0,32,39.50%,85.0,0.5120481927710844,166.0
Finland,EGYPT,CAIRO,985.0,846.0,291,34.40%,131.0,0.13408393039918118,977.0
Finland,ESTONIA,TALLINN,4.0,4.0,4,100.00%,0.0,0.0,4.0
Finland,ETHIOPIA,ADDIS ABEBA,349.0,282.0,14,5.00%,63.0,0.1826086956521739,345.0
Finland,FRANCE,PARIS,0.0,0.0,0,0,0.0,,0.0
Finland,GERMANY,BERLIN,1.0,1.0,0,0,0.0,0.0,1.0
Finland,GREECE,ATHENS,0.0,0.0,0,0,0.0,,0.0
Finland,HONG KONG S.A.R.,HONG KONG,1430.0,1381.0,296,21.40%,15.0,0.010744985673352435,1396.0
Finland,INDIA,NEW DELHI,11957.0,11398.0,7869,69.00%,512.0,0.04298908480268682,11910.0
Finland,INDONESIA,JAKARTA,2782.0,2725.0,1128,41.40%,48.0,0.01730977280923188,2773.0
Finland,IRAN,TEHERAN,2890.0,2107.0,253,12.00%,741.0,0.2601825842696629,2848.0
Finland,IRELAND,DUBLIN,179.0,164.0,70,42.70%,2.0,0.012048192771084338,166.0
Finland,ISRAEL,TEL AVIV,115.0,99.0,25,25.30%,14.0,0.12389380530973451,113.0
Finland,ITALY,ROME,0.0,0.0,0,0,0.0,,0.0
Finland,JAPAN,TOKYO,387.0,373.0,61,16.40%,12.0,0.03116883116883117,385.0
Finland,KENYA,NAIROBI,741.0,593.0,89,15.00%,139.0,0.18989071038251365,732.0
Finland,KOSOVO,PRISTINA,1382.0,18.0,9,50.00%,1348.0,0.986822840409956,1366.0
Finland,LITHUANIA,VILNIUS,1.0,1.0,0,0,0.0,0.0,1.0
Finland,MALAYSIA,KUALA LUMPUR,99.0,71.0,10,14.10%,27.0,0.2755102040816326,98.0
Finland,MEXICO,MEXICO CITY,13.0,12.0,5,41.70%,0.0,0.0,12.0
Finland,MOROCCO,RABAT,776.0,389.0,131,33.70%,379.0,0.4934895833333333,768.0
Finland,MOZAMBIQUE,MAPUTO,110.0,102.0,16,15.70%,6.0,0.05555555555555555,108.0
Finland,NAMIBIA,WINDHOEK,778.0,749.0,438,58.50%,25.0,0.03229974160206718,774.0
Finland,NEPAL,KATHMANDU,682.0,553.0,18,3.30%,124.0,0.1831610044313146,677.0
Finland,NIGERIA,ABUJA,761.0,261.0,39,14.90%,488.0,0.6515353805073432,749.0
Finland,NORWAY,OSLO,0.0,0.0,0,0,0.0,,0.0
Finland,PERU,LIMA,7.0,7.0,5,71.40%,0.0,0.0,7.0
Finland,POLAND,WARSAW,1.0,1.0,0,0,0.0,0.0,1.0
Finland,ROMANIA,BUCHAREST,15.0,12.0,8,66.70%,3.0,0.2,15.0
Finland,RUSSIAN FEDERATION,MOSCOW,72816.0,71375.0,60777,85.20%,1358.0,0.018671029656414557,72733.0
Finland,RUSSIAN FEDERATION,MURMANSK,22589.0,22414.0,22232,99.20%,163.0,0.007219736900385348,22577.0
Finland,RUSSIAN FEDERATION,PETROZAVODSK,32402.0,32233.0,31835,98.80%,132.0,0.004078479839332612,32365.0
Finland,RUSSIAN FEDERATION,ST. PETERSBURG,541022.0,538601.0,536467,99.60%,1978.0,0.003659039659328239,540579.0
Finland,SAUDI ARABIA,RIYADH,130.0,130.0,92,70.80%,0.0,0.0,130.0
Finland,SERBIA,BELGRADE,14.0,14.0,10,71.40%,0.0,0.0,14.0
Finland,SOUTH AFRICA,PRETORIA,1420.0,1346.0,1148,85.30%,67.0,0.047416843595187545,1413.0
Finland,SOUTH KOREA,SEOUL,106.0,83.0,8,9.60%,13.0,0.13541666666666666,96.0
Finland,SPAIN,MADRID,1.0,0.0,0,0,0.0,,0.0
Finland,SWEDEN,STOCKHOLM,0.0,0.0,0,0,0.0,,0.0
Finland,SWITZERLAND,BERN,3.0,3.0,3,100.00%,0.0,0.0,3.0
Finland,TANZANIA,DAR ES SALAAM,371.0,307.0,9,2.90%,61.0,0.16576086956521738,368.0
Finland,THAILAND,BANGKOK,10055.0,9587.0,489,5.10%,453.0,0.0451195219123506,10040.0
Finland,TUNISIA,TUNIS,1994.0,1411.0,242,17.20%,571.0,0.28809283551967707,1982.0
Finland,TURKEY,ANKARA,3997.0,2989.0,1942,65.00%,928.0,0.2369160071483278,3917.0
Finland,UKRAINE,KYIV,4776.0,4729.0,246,5.20%,33.0,0.006929861402771945,4762.0
Finland,UNITED ARAB EMIRATES,ABU DHABI,2329.0,1774.0,395,22.30%,541.0,0.23369330453563714,2315.0
Finland,UNITED KINGDOM,LONDON,2257.0,2217.0,672,30.30%,22.0,0.00982581509602501,2239.0
Finland,USA,"LOS ANGELES, CA",370.0,329.0,93,28.30%,21.0,0.06,350.0
Finland,USA,"NEW YORK, NY",894.0,791.0,183,23.10%,82.0,0.09392898052691867,873.0
Finland,VIETNAM,HANOI,1387.0,1070.0,61,5.70%,296.0,0.21669106881405564,1366.0
France,AFGHANISTAN,KABUL,627.0,656.0,388,59.10%,3.0,0.004552352048558422,659.0
France,ALBANIA,TIRANA,136.0,129.0,43,33.30%,2.0,0.015267175572519083,131.0
France,ALGERIA,ALGIERS,269372.0,144373.0,42996,29.80%,123565.0,0.46117012144600616,267938.0
France,ALGERIA,ANNABA,135152.0,70584.0,11852,16.80%,65836.0,0.4825978595513854,136420.0
France,ALGERIA,ORAN,139809.0,66006.0,10969,16.60%,75742.0,0.5343426362276716,141748.0
France,ANGOLA,LUANDA,2017.0,1225.0,158,12.90%,753.0,0.3806875631951466,1978.0
France,ARGENTINA,BUENOS AIRES,161.0,152.0,47,30.90%,6.0,0.0379746835443038,158.0
France,ARMENIA,YEREVAN,6589.0,5260.0,958,18.20%,1328.0,0.201578627808136,6588.0
France,AUSTRALIA,CANBERRA,2.0,2.0,0,0,0.0,0.0,2.0
France,AUSTRALIA,SYDNEY,1627.0,1504.0,100,6.60%,52.0,0.033419023136246784,1556.0
France,AUSTRIA,VIENNA,63.0,49.0,0,0,13.0,0.20967741935483872,62.0
France,AZERBAIJAN,BAKU,16995.0,14899.0,4606,30.90%,1578.0,0.09576986101838927,16477.0
France,BAHRAIN,MANAMA,8555.0,8336.0,3581,43.00%,185.0,0.021711066776199977,8521.0
France,BANGLADESH,DHAKA,4953.0,3134.0,311,9.90%,1748.0,0.35804997951659157,4882.0
France,BELARUS,MINSK,11813.0,11524.0,4007,34.80%,208.0,0.017729287419024888,11732.0
France,BELGIUM,BRUSSELS,38.0,33.0,2,6.10%,2.0,0.05714285714285714,35.0
France,BENIN,COTONOU,11228.0,9694.0,2294,23.70%,1401.0,0.12627309598918432,11095.0
France,BOLIVIA,LA PAZ,137.0,135.0,27,20.00%,1.0,0.007352941176470588,136.0
France,BOSNIA AND HERZEGOVINA,SARAJEVO,23.0,19.0,4,21.10%,2.0,0.09523809523809523,21.0
France,BRAZIL,BRASILIA,564.0,508.0,161,31.70%,54.0,0.09608540925266904,562.0
France,BRAZIL,RIO DE JANEIRO,219.0,197.0,16,8.10%,14.0,0.06635071090047394,211.0
France,BRAZIL,SAO PAULO,224.0,169.0,15,8.90%,51.0,0.2318181818181818,220.0
France,BULGARIA,SOFIA,270.0,245.0,5,2.00%,15.0,0.057692307692307696,260.0
France,BURKINA FASO,OUAGADOUGOU,11769.0,9690.0,2993,30.90%,1713.0,0.1502236253617469,11403.0
France,BURUNDI,BUJUMBURA,57.0,53.0,0,0,2.0,0.03636363636363636,55.0
France,CAMBODIA,PHNOM PENH,7724.0,6610.0,1134,17.20%,1020.0,0.13368283093053734,7630.0
France,CAMEROON,DOUALA,8382.0,5650.0,1569,27.80%,2370.0,0.2955112219451372,8020.0
France,CAMEROON,GAROUA,11.0,9.0,2,22.20%,1.0,0.1,10.0
France,CAMEROON,YAONDE,12576.0,9212.0,1631,17.70%,3133.0,0.25378695828270553,12345.0
France,CANADA,MONTREAL,6564.0,5528.0,288,5.20%,739.0,0.11791925961385033,6267.0
France,CANADA,OTTAWA,12.0,11.0,0,0,0.0,0.0,11.0
France,CANADA,TORONTO,1289.0,1263.0,132,10.50%,21.0,0.016355140186915886,1284.0
France,CANADA,VANCOUVER,1153.0,1142.0,100,8.80%,4.0,0.0034904013961605585,1146.0
France,CENTRAL AFRICAN REPUBLIC,BANGUI,4096.0,2562.0,549,21.40%,1469.0,0.36442570081865544,4031.0
France,CHAD,N'DJAMENA,7419.0,5128.0,2699,52.60%,2209.0,0.3010767343600927,7337.0
France,CHILE,SANTIAGO DE CHILE,192.0,149.0,11,7.40%,36.0,0.1945945945945946,185.0
France,CHINA,BEIJING,241834.0,226142.0,39297,17.40%,14391.0,0.05982962836700162,240533.0
France,CHINA,CHENGDU,78329.0,76503.0,4894,6.40%,1373.0,0.01763059222353485,77876.0
France,CHINA,GUANGZHOU (CANTON),130195.0,122980.0,23744,19.30%,6236.0,0.048260277365032196,129216.0
France,CHINA,SHANGHAI,243834.0,224583.0,33883,15.10%,18025.0,0.0742968080195212,242608.0
France,CHINA,SHENYANG,63801.0,61772.0,2532,4.10%,1941.0,0.030464740319871925,63713.0
France,CHINA,WUHAN,58721.0,56764.0,1871,3.30%,1827.0,0.03118226348756635,58591.0
France,COLOMBIA,BOGOTA,167.0,152.0,63,41.40%,13.0,0.07878787878787878,165.0
France,COMOROS,MORONI,1347.0,970.0,377,38.90%,591.0,0.37860345932094813,1561.0
France,COMOROS,MUTSAMUDU,105.0,65.0,24,36.90%,42.0,0.3925233644859813,107.0
France,CONGO (BRAZZAVILLE),BRAZZAVILLE,8197.0,5731.0,1156,20.20%,2284.0,0.28496568933250155,8015.0
France,CONGO (BRAZZAVILLE),POINTE NOIRE,5203.0,3418.0,831,24.30%,1735.0,0.3366970696681545,5153.0
France,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,780.0,576.0,6,1.00%,70.0,0.10835913312693499,646.0
France,COTE D'IVOIRE,ABIDJAN ,49638.0,34307.0,8838,25.80%,15126.0,0.3059899257580968,49433.0
France,CROATIA,ZAGREB,161.0,157.0,67,42.70%,2.0,0.012578616352201259,159.0
France,CUBA,HAVANA,6276.0,5535.0,989,17.90%,688.0,0.11055760887031978,6223.0
France,CYPRUS,NICOSIA,438.0,392.0,52,13.30%,29.0,0.0688836104513064,421.0
France,DENMARK,COPENHAGEN,10.0,9.0,0,0,0.0,0.0,9.0
France,DJIBOUTI,DJIBOUTI,3241.0,2268.0,652,28.70%,895.0,0.28295921593423967,3163.0
France,DOMINICAN REPUBLIC,SANTO DOMINGO,5294.0,4079.0,624,15.30%,1171.0,0.22304761904761905,5250.0
France,ECUADOR,QUITO,4994.0,4253.0,461,10.80%,663.0,0.13486574450772987,4916.0
France,EGYPT,CAIRO,59824.0,45733.0,13514,29.50%,11941.0,0.2070430349897701,57674.0
France,EQUATORIAL GUINEA,MALABO,2258.0,1625.0,532,32.70%,601.0,0.26999101527403413,2226.0
France,ETHIOPIA,ADDIS ABEBA,4609.0,3309.0,367,11.10%,1178.0,0.26253621573434366,4487.0
France,FIJI,SUVA,3.0,2.0,0,0,1.0,0.3333333333333333,3.0
France,FINLAND,HELSINKI,1.0,1.0,0,0,0.0,0.0,1.0
France,GABON,LIBREVILLE,20640.0,15633.0,2733,17.50%,4772.0,0.2338642489585886,20405.0
France,GEORGIA,TBILISSI,286.0,220.0,79,35.90%,53.0,0.19413919413919414,273.0
France,GERMANY,BERLIN,3.0,3.0,0,0,0.0,0.0,3.0
France,GERMANY,FRANKFURT/MAIN,34.0,30.0,5,16.70%,0.0,0.0,30.0
France,GHANA,ACCRA,132.0,128.0,0,0,0.0,0.0,128.0
France,GREECE,ATHENS,7.0,7.0,2,28.60%,0.0,0.0,7.0
France,GUATEMALA,GUATEMALA CITY,6.0,4.0,0,0,0.0,0.0,4.0
France,GUINEA,CONAKRY,9855.0,5192.0,1305,25.10%,4405.0,0.4589976034177347,9597.0
France,HAITI,PORT AU PRINCE,7429.0,4627.0,649,14.00%,2731.0,0.3711606414786627,7358.0
France,HONG KONG S.A.R.,HONG KONG,4300.0,4151.0,1339,32.30%,53.0,0.012607040913415794,4204.0
France,INDIA,BANGALORE,45033.0,42308.0,4772,11.30%,2362.0,0.05287665099619431,44670.0
France,INDIA,KOLKATA,18810.0,18120.0,2286,12.60%,617.0,0.032929497785131025,18737.0
France,INDIA,MUMBAI,69603.0,60962.0,9912,16.30%,8171.0,0.1181924695876065,69133.0
France,INDIA,NEW DELHI,71221.0,59861.0,7273,12.10%,10663.0,0.15119675571436675,70524.0
France,INDIA,PONDICHERY,24470.0,22319.0,1895,8.50%,1901.0,0.07848885218827416,24220.0
France,INDONESIA,JAKARTA,55959.0,54985.0,13027,23.70%,777.0,0.01393422043685664,55762.0
France,IRAN,TEHERAN,59871.0,41359.0,10060,24.30%,19816.0,0.32392317123007763,61175.0
France,IRAQ,BAGHDAD,6040.0,3816.0,760,19.90%,2179.0,0.3634695579649708,5995.0
France,IRAQ,ERBIL,13292.0,4746.0,802,16.90%,8369.0,0.638124285169653,13115.0
France,IRELAND,DUBLIN,2169.0,2086.0,185,8.90%,43.0,0.020197275716298733,2129.0
France,ISRAEL,HAIFA,14.0,13.0,6,46.20%,2.0,0.13333333333333333,15.0
France,ISRAEL,JERUSALEM,4131.0,3799.0,1210,31.90%,309.0,0.0752190847127556,4108.0
France,ISRAEL,TEL AVIV,613.0,577.0,80,13.90%,18.0,0.030252100840336135,595.0
France,ITALY,ROME,38.0,38.0,6,15.80%,0.0,0.0,38.0
France,JAPAN,TOKYO,2751.0,2592.0,682,26.30%,107.0,0.039644312708410526,2699.0
France,JORDAN,AMMAN,5544.0,4909.0,1692,34.50%,549.0,0.10058629534628069,5458.0
France,KAZAKHSTAN,ALMATY,10514.0,9700.0,2582,26.60%,602.0,0.058435255290234904,10302.0
France,KAZAKHSTAN,ASTANA,66.0,60.0,16,26.70%,0.0,0.0,60.0
France,KENYA,NAIROBI,5057.0,4647.0,1141,24.60%,310.0,0.06253782529755901,4957.0
France,KUWAIT,KUWAIT,52283.0,50405.0,41998,83.30%,1652.0,0.03173444493535932,52057.0
France,LAOS,VIENTIANE,2779.0,2463.0,225,9.10%,299.0,0.10825488776249095,2762.0
France,LEBANON,BEIRUT,58688.0,52515.0,13200,25.10%,5665.0,0.09737023031969749,58180.0
France,MADAGASCAR,ANTANANARIVO,20630.0,15692.0,3435,21.90%,4706.0,0.2307088930287283,20398.0
France,MALAYSIA,KUALA LUMPUR,1465.0,1191.0,104,8.70%,229.0,0.16126760563380282,1420.0
France,MALI,BAMAKO,16956.0,12708.0,3332,26.20%,3730.0,0.22691324978707872,16438.0
France,MALTA,VALETTA,7.0,7.0,0,0,0.0,0.0,7.0
France,MAURITANIA,NOUAKCHOTT,5084.0,4006.0,1125,28.10%,950.0,0.1916868442292171,4956.0
France,MAURITIUS,PORT LOUIS,878.0,822.0,297,36.10%,17.0,0.02026221692491061,839.0
France,MEXICO,MEXICO CITY,206.0,174.0,21,12.10%,13.0,0.06951871657754011,187.0
France,MONACO,MONACO,2.0,1.0,0,0,1.0,0.5,2.0
France,MONGOLIA,ULAN BATOR,3159.0,2524.0,369,14.60%,610.0,0.194639438417358,3134.0
France,MOROCCO,AGADIR,32681.0,23735.0,10595,44.60%,8672.0,0.2675965069275157,32407.0
France,MOROCCO,CASABLANCA,104802.0,94224.0,35162,37.30%,9066.0,0.08777229160615742,103290.0
France,MOROCCO,FES,75738.0,59094.0,19505,33.00%,20057.0,0.253401725815214,79151.0
France,MOROCCO,MARRAKECH,30857.0,25171.0,7393,29.40%,4956.0,0.16450360142065257,30127.0
France,MOROCCO,RABAT,73215.0,67232.0,25892,38.50%,5736.0,0.07860980155684684,72968.0
France,MOROCCO,TANGER,45020.0,33905.0,10179,30.00%,8297.0,0.19660205677456044,42202.0
France,MOZAMBIQUE,MAPUTO,1208.0,1019.0,80,7.90%,167.0,0.14080944350758853,1186.0
France,MYANMAR,YANGON,2797.0,2559.0,264,10.30%,207.0,0.07483731019522777,2766.0
France,NEW ZEALAND,WELLINGTON,759.0,742.0,174,23.50%,9.0,0.011984021304926764,751.0
France,NICARAGUA,MANAGUA,1.0,0.0,0,0,1.0,1.0,1.0
France,NIGER,NIAMEY,6120.0,5340.0,1672,31.30%,653.0,0.10896045386283998,5993.0
France,NIGERIA,ABUJA,7517.0,4181.0,1038,24.80%,3510.0,0.4563775841893122,7691.0
France,NIGERIA,LAGOS,25510.0,12330.0,3962,32.10%,12963.0,0.5125133436128573,25293.0
France,NORTH MACEDONIA,SKOPJE,64.0,48.0,20,41.70%,8.0,0.14285714285714285,56.0
France,NORWAY,OSLO,1.0,1.0,0,0,0.0,0.0,1.0
France,OMAN,MUSCAT,8079.0,7324.0,3369,46.00%,579.0,0.07326331772744528,7903.0
France,PAKISTAN,ISLAMABAD,6345.0,3780.0,606,16.00%,2476.0,0.39578005115089515,6256.0
France,PAKISTAN,KARACHI,2.0,2.0,0,0,0.0,0.0,2.0
France,PANAMA,PANAMA CITY,102.0,88.0,4,4.50%,7.0,0.07368421052631578,95.0
France,PARAGUAY,ASUNCION,1.0,0.0,0,0,0.0,,0.0
France,PERU,LIMA,142.0,128.0,10,7.80%,5.0,0.03759398496240601,133.0
France,PHILIPPINES,MANILA,33158.0,29431.0,7832,26.60%,3581.0,0.10847570580395008,33012.0
France,POLAND,WARSAW,1.0,1.0,0,0,0.0,0.0,1.0
France,QATAR,DOHA,34905.0,31910.0,18818,59.00%,2880.0,0.08278240873814315,34790.0
France,ROMANIA,BUCHAREST,857.0,820.0,155,18.90%,27.0,0.031877213695395513,847.0
France,RUSSIAN FEDERATION,MOSCOW,378292.0,366033.0,190364,52.00%,8798.0,0.023471911341377848,374831.0
France,RWANDA,KIGALI,116.0,107.0,0,0,4.0,0.036036036036036036,111.0
France,SAINT LUCIA,CASTRIES,541.0,485.0,122,25.20%,21.0,0.041501976284584984,506.0
France,SAUDI ARABIA,JEDDAH,61497.0,52744.0,36252,68.70%,7475.0,0.12413025789202743,60219.0
France,SAUDI ARABIA,RIYADH,69055.0,64213.0,46274,72.10%,4037.0,0.05915018315018315,68250.0
France,SENEGAL,DAKAR,43142.0,26696.0,7371,27.60%,15665.0,0.36979769127263284,42361.0
France,SERBIA,BELGRADE,65.0,52.0,15,28.80%,8.0,0.13333333333333333,60.0
France,SEYCHELLES,VICTORIA,2.0,2.0,1,50.00%,0.0,0.0,2.0
France,SINGAPORE,SINGAPORE,9983.0,9692.0,4837,49.90%,182.0,0.01843224630342313,9874.0
France,SOUTH AFRICA,CAPE TOWN,11192.0,10882.0,4835,44.40%,233.0,0.020962663067926227,11115.0
France,SOUTH AFRICA,JOHANNESBURG,25841.0,24927.0,12299,49.30%,627.0,0.0245362761211552,25554.0
France,SOUTH KOREA,SEOUL,841.0,816.0,52,6.40%,22.0,0.026252983293556086,838.0
France,SPAIN,MADRID,136.0,122.0,3,2.50%,4.0,0.031746031746031744,126.0
France,SRI LANKA,COLOMBO,13215.0,10239.0,2175,21.20%,2812.0,0.21546241667305188,13051.0
France,SUDAN,KHARTOUM,3184.0,2220.0,573,25.80%,812.0,0.2678100263852243,3032.0
France,SURINAME,PARAMARIBO,2909.0,2695.0,272,10.10%,134.0,0.04736656062212796,2829.0
France,SWEDEN,STOCKHOLM,7.0,5.0,0,0,1.0,0.16666666666666666,6.0
France,SWITZERLAND,GENEVA,62.0,57.0,0,0,1.0,0.017241379310344827,58.0
France,SYRIA,ALEPPO,0.0,0.0,0,0,1.0,1.0,1.0
France,TAIWAN,TAIPEI,319.0,297.0,15,5.10%,9.0,0.029411764705882353,306.0
France,TANZANIA,DAR ES SALAAM,1484.0,1252.0,400,31.90%,224.0,0.15176151761517614,1476.0
France,THAILAND,BANGKOK,62119.0,60408.0,26136,43.30%,1276.0,0.020686077426885417,61684.0
France,TOGO,LOME,7497.0,5745.0,2241,39.00%,1626.0,0.2205942205942206,7371.0
France,TUNISIA,TUNIS,166883.0,135817.0,47329,34.80%,26604.0,0.16379655340134588,162421.0
France,TURKEY,ANKARA,27236.0,24470.0,6733,27.50%,2440.0,0.09067261241174285,26910.0
France,TURKEY,ISTANBUL,101409.0,94812.0,33304,35.10%,5143.0,0.05145315391926367,99955.0
France,UGANDA,KAMPALA,2924.0,2302.0,415,18.00%,489.0,0.17520601934790397,2791.0
France,UKRAINE,KYIV,1905.0,1627.0,84,5.20%,232.0,0.12479827864443249,1859.0
France,UNITED ARAB EMIRATES,ABU DHABI,11945.0,10628.0,3102,29.20%,1186.0,0.10038936854579313,11814.0
France,UNITED ARAB EMIRATES,DUBAI,26385.0,21677.0,6279,29.00%,4403.0,0.16882668711656443,26080.0
France,UNITED KINGDOM,EDINBURGH,16.0,13.0,4,30.80%,3.0,0.1875,16.0
France,UNITED KINGDOM,LONDON,126689.0,124635.0,76434,61.30%,1190.0,0.009457579972183588,125825.0
France,URUGUAY,MONTEVIDEO,28.0,27.0,1,3.70%,0.0,0.0,27.0
France,USA,"ATLANTA, GA",1009.0,994.0,115,11.60%,1.0,0.0010050251256281408,995.0
France,USA,"BOSTON, MA",1285.0,1244.0,254,20.40%,3.0,0.0024057738572574178,1247.0
France,USA,"CHICAGO, IL",1362.0,1347.0,309,22.90%,18.0,0.013186813186813187,1365.0
France,USA,"HOUSTON, TX",1159.0,1153.0,143,12.40%,9.0,0.00774526678141136,1162.0
France,USA,"LOS ANGELES, CA",2398.0,2402.0,291,12.10%,7.0,0.0029057700290577005,2409.0
France,USA,"MIAMI, FL",1396.0,1350.0,392,29.00%,40.0,0.02877697841726619,1390.0
France,USA,"NEW YORK, NY",2714.0,2691.0,578,21.50%,14.0,0.005175600739371534,2705.0
France,USA,"SAN FRANCISCO, CA",3810.0,3810.0,1499,39.30%,0.0,0.0,3810.0
France,USA,"WASHINGTON, DC",26732.0,24653.0,7174,29.10%,1268.0,0.04891786582307781,25921.0
France,UZBEKISTAN,TASHKENT,5342.0,4466.0,401,9.00%,731.0,0.14065807196459496,5197.0
